datetime,accx,accy,accz,gyrx,gyry,gyrz,magx,magy,magz
2023-11-18 14:00:45.000,-0.043701171875,0.033935546875,0.988037109375,-0.6561279296875,0.9307861328125,0.2899169921875,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.013,-0.0419921875,0.031982421875,0.983154296875,-0.6866455078125,0.91552734375,0.2593994140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.027,-0.04150390625,0.0341796875,0.981689453125,-0.701904296875,0.885009765625,0.2593994140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.040,-0.0439453125,0.03271484375,0.9833984375,-0.640869140625,1.03759765625,0.18310546875,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.053,-0.042724609375,0.0322265625,0.981689453125,-0.6561279296875,1.0528564453125,0.1678466796875,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.067,-0.04345703125,0.033935546875,0.980224609375,-0.6561279296875,0.9002685546875,0.2593994140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.080,-0.04052734375,0.03369140625,0.982177734375,-0.67138671875,0.8697509765625,0.3204345703125,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.093,-0.04345703125,0.034423828125,0.981201171875,-0.6103515625,0.9613037109375,0.3509521484375,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.107,-0.044677734375,0.034912109375,0.984619140625,-0.7171630859375,0.9765625,0.2288818359375,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.120,-0.04296875,0.032958984375,0.984375,-0.6103515625,0.9002685546875,0.2288818359375,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.133,-0.0439453125,0.035888671875,0.984619140625,-0.7476806640625,0.91552734375,0.2593994140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.147,-0.0419921875,0.03271484375,0.984375,-0.67138671875,0.9307861328125,0.244140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.160,-0.04345703125,0.035888671875,0.98291015625,-0.6866455078125,0.91552734375,0.213623046875,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.173,-0.044677734375,0.034912109375,0.98486328125,-0.67138671875,0.9765625,0.3204345703125,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.187,-0.0439453125,0.033447265625,0.982666015625,-0.7171630859375,0.9765625,0.2593994140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.200,-0.040283203125,0.03271484375,0.9814453125,-0.7171630859375,0.885009765625,0.1983642578125,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.213,-0.041748046875,0.032958984375,0.98486328125,-0.6561279296875,0.9765625,0.1983642578125,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.227,-0.04150390625,0.033203125,0.981201171875,-0.5950927734375,1.0833740234375,0.244140625,-6.8971916971917,12.8947496947497,-29.98778998779
2023-11-18 14:00:45.240,-0.041259765625,0.03369140625,0.984375,-0.6103515625,0.9307861328125,0.1983642578125,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.253,-0.0400390625,0.03515625,0.9833984375,-0.6561279296875,0.91552734375,0.274658203125,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.267,-0.04248046875,0.0341796875,0.98046875,-0.762939453125,0.9918212890625,0.2288818359375,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.280,-0.041748046875,0.0361328125,0.982666015625,-0.7476806640625,0.9918212890625,0.1983642578125,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.293,-0.043701171875,0.0322265625,0.984130859375,-0.7171630859375,0.946044921875,0.30517578125,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.307,-0.04248046875,0.033203125,0.98583984375,-0.701904296875,0.9002685546875,0.244140625,-6.74725274725275,10.6456654456654,-28.0385836385836
2023-11-18 14:00:45.320,-0.042724609375,0.032958984375,0.9853515625,-0.6561279296875,0.9918212890625,0.396728515625,-6.74725274725275,10.6456654456654,-28.0385836385836
