datetime,x,y,z,gyrx,gyry,gyrz,magx,magy,magz,annotation,a,b
0.4,0.772460938,0.276855469,0.385253906,0.0,-3.09753418,-3.707885742,-24.14017094,-22.64078144,-61.02515263,0,,
0.4,0.805664063,0.268554688,0.392578125,0.0,-5.249023438,-1.449584961,-24.14017094,-22.64078144,-61.02515263,0,,
0.4,0.857421875,0.254394531,0.410400391,0.0,-7.095336914,1.358032227,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.928222656,0.226806641,0.428710938,0.0,-5.798339844,2.563476563,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.956054688,0.20703125,0.434814453,0.0,-4.104614258,2.883911133,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.978515625,0.182373047,0.438476563,0.0,-1.083374023,1.724243164,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.975341797,0.181152344,0.429931641,0.0,1.602172852,0.0,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.949707031,0.187255859,0.400146484,0.0,2.944946289,-1.541137695,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.921875,0.194335938,0.391357422,0.0,3.90625,-2.639770508,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.889648438,0.182617188,0.380126953,0.0,4.440307617,-1.113891602,-24.14017094,-22.64078144,-61.02515263,0,,
0.5,0.864746094,0.141113281,0.417724609,0.0,6.271362305,4.623413086,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.856445313,0.091796875,0.455078125,0.0,6.210327148,6.607055664,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.851074219,0.077392578,0.456298828,0.0,6.805419922,6.576538086,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.834228516,0.090087891,0.472167969,0.0,2.76184082,3.463745117,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.835205078,0.136230469,0.476074219,0.0,-1.312255859,1.113891602,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.821289063,0.221191406,0.413330078,0.0,-1.052856445,-3.433227539,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.804443359,0.26171875,0.390869141,0.0,-1.770019531,-4.867553711,-24.14017094,-22.64078144,-61.02515263,0,,
0.6,0.809082031,0.298583984,0.398193359,0.0,-4.333496094,-3.982543945,-24.14017094,-22.64078144,-61.02515263,0,,
0.7,0.843261719,0.299316406,0.405273438,0.0,-4.776000977,-2.319335938,-24.14017094,-22.64078144,-61.02515263,0,,
0.7,0.879882813,0.2890625,0.415283203,0.0,-3.890991211,-0.045776367,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.931396484,0.250732422,0.424804688,0.0,-2.304077148,1.083374023,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.935302734,0.220458984,0.415527344,0.0,-2.395629883,0.152587891,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.935058594,0.206542969,0.399658203,0.0,-2.014160156,-0.396728516,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.934082031,0.189453125,0.398193359,0.0,-0.274658203,0.549316406,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.945800781,0.165039063,0.451171875,0.0,-0.610351563,1.602172852,-24.73992674,-22.94065934,-61.02515263,0,,
0.7,0.954833984,0.130615234,0.467041016,0.0,4.104614258,1.754760742,-24.73992674,-22.94065934,-61.02515263,0,,
0.8,0.914550781,0.122314453,0.448242188,0.0,7.431030273,-0.259399414,-24.73992674,-22.94065934,-61.02515263,0,,
0.8,0.8671875,0.12109375,0.412841797,0.0,7.15637207,-2.151489258,-24.73992674,-22.94065934,-61.02515263,0,,
0.8,0.827636719,0.136474609,0.370849609,0.0,5.447387695,-1.220703125,-24.14017094,-22.94065934,-61.02515263,0,,
0.8,0.829345703,0.144042969,0.374267578,0.0,4.71496582,1.098632813,-24.14017094,-22.94065934,-61.02515263,0,,
